eventIndex,price_median15,price_delta15,bedrooms_delta15,view_delta15,bedsView_delta15,bathrooms_delta15,grade_delta15,bathsGrade_delta15,sqft_living_delta15,sqft_above_delta15,sqft_basement_delta15,sqft_lot_delta15,floors_delta15,waterfront_delta15,condition_delta15,building_age_delta15,interior_age_delta15
8825,360000.0,-125000.0,0.0,0.0,0.0,-0.25,-1.0,-4.0,-670.0,60.0,-290.0,843.0,0.0,0.0,1.0,11.0,11.0
8826,450000.0,-40000.0,1.0,0.0,1.0,0.25,-1.0,0.0,-390.0,140.0,-440.0,5936.0,0.0,0.0,1.0,5.0,5.0
8827,499000.0,-129000.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-440.0,-260.0,-280.0,50.0,0.0,0.0,0.0,0.0,0.0
8828,419950.0,-59950.0,1.0,0.0,1.0,0.0,0.0,0.0,30.0,-770.0,800.0,-175.0,-1.0,0.0,0.0,21.0,21.0
8829,1290000.0,120000.0,1.0,-2.0,-7.0,-0.5,-1.0,-7.0,250.0,760.0,-520.0,1696.0,0.0,0.0,1.0,13.0,20.0
8830,335000.0,-37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-937.0,0.0,0.0,0.0,0.0,0.0
8831,350000.0,135000.0,1.0,0.0,1.0,0.5,1.0,6.0,70.0,-50.0,260.0,-2225.0,0.0,0.0,0.0,-23.0,-19.0
8832,550000.0,-150000.0,-1.0,0.0,-1.0,-0.5,-1.0,-6.0,-700.0,-120.0,-670.0,-20.0,0.0,0.0,-1.0,1.0,1.0
8833,570000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.0,-130.0,0.0,-332.0,0.0,0.0,0.0,0.0,0.0
8834,375000.0,-20000.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-139.0,-260.0,290.0,-851.0,0.0,0.0,0.0,-8.0,-8.0
8835,442000.0,208000.0,0.0,0.0,0.0,0.0,1.0,2.0,400.0,530.0,0.0,4437.0,0.0,0.0,0.0,-3.0,-3.0
8836,254000.0,7490.0,1.0,2.0,9.0,0.0,0.0,-1.0,290.0,210.0,90.0,613.0,0.0,0.0,0.0,1.0,1.0
8837,402000.0,-55000.0,0.0,0.0,0.0,-0.75,0.0,-6.0,-440.0,-290.0,0.0,-175.0,0.0,0.0,0.0,0.0,0.0
8838,513000.0,-28000.0,0.0,0.0,0.0,-1.25,0.0,-12.0,50.0,260.0,-230.0,965.0,0.0,0.0,-1.0,43.0,43.0
8839,736500.0,-135500.0,-1.0,0.0,-1.0,0.25,1.0,7.0,-490.0,-120.0,-340.0,-4749.0,1.0,0.0,0.0,-55.0,-55.0
8840,449500.0,-69500.0,-1.0,0.0,-1.0,0.75,-1.0,4.0,-380.0,-880.0,580.0,10712.0,0.0,0.0,0.0,-9.0,-9.0
8841,615000.0,-50000.0,-1.0,0.0,-1.0,0.75,0.0,7.0,-650.0,-630.0,0.0,556.0,0.0,0.0,0.0,3.0,3.0
8842,700000.0,50000.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,10.0,0.0,6018.0,0.0,0.0,0.0,11.0,11.0
8843,218250.0,72750.0,0.0,0.0,0.0,0.5,0.0,4.0,-230.0,-50.0,-180.0,-144.0,0.0,0.0,-1.0,1.0,1.0
8844,578550.0,-18550.0,0.0,0.0,0.0,0.0,1.0,2.0,220.0,220.0,0.0,4438.0,0.0,0.0,1.0,0.0,0.0
8845,660000.0,65000.0,0.0,0.0,0.0,-0.25,1.0,0.0,450.0,460.0,0.0,-2400.0,0.0,0.0,0.0,-1.0,-1.0
8846,590000.0,-51000.0,0.0,0.0,0.0,-0.5,-1.0,-4.0,-200.0,130.0,0.0,161669.0,-0.5,0.0,0.0,-4.0,-4.0
8847,355000.0,115000.0,1.0,0.0,1.0,0.75,1.0,10.0,1570.0,370.0,1200.0,337.0,0.0,0.0,0.0,0.0,0.0
8848,338000.0,-73050.0,-1.0,0.0,-1.0,-0.75,-1.0,-7.0,-710.0,-490.0,0.0,-369.0,0.0,0.0,0.0,6.0,6.0
8849,241250.0,-41250.0,1.0,0.0,1.0,-0.25,-1.0,-3.0,300.0,-380.0,700.0,-2300.0,1.0,0.0,0.0,93.0,-3.0
8850,352000.0,101500.0,2.0,0.0,2.0,0.25,-1.0,2.0,220.0,-640.0,1130.0,8342.0,0.0,0.0,1.0,3.0,3.0
8851,717000.0,94000.0,-2.0,0.0,-2.0,0.0,1.0,2.0,30.0,150.0,0.0,10481.0,0.0,0.0,0.0,51.0,-20.0
8852,355000.0,70000.0,0.0,0.0,0.0,1.25,0.0,11.0,150.0,170.0,0.0,115.0,0.0,0.0,0.0,-1.0,-1.0
8853,990000.0,540000.0,0.0,2.0,8.0,-0.25,0.0,-2.0,1480.0,-90.0,1380.0,3746.0,0.0,0.0,0.0,-6.0,0.0
8854,565000.0,-3000.0,1.0,0.0,1.0,0.5,-1.0,5.0,260.0,-440.0,700.0,47478.0,-0.5,0.0,0.0,3.0,3.0
8855,325000.0,-44000.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-420.0,-420.0,0.0,-245.0,0.0,0.0,0.0,1.0,1.0
8856,291000.0,-21000.0,-1.0,0.0,-1.0,0.0,1.0,2.0,120.0,120.0,0.0,7132.0,1.0,0.0,0.0,24.0,24.0
8857,225000.0,-19050.0,0.0,0.0,0.0,0.0,-1.0,-1.0,190.0,320.0,-300.0,74.0,0.0,0.0,0.0,4.0,4.0
8858,265000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-70.0,0.0,400.0,0.0,0.0,0.0,1.0,-56.0
8859,575000.0,-225000.0,0.0,0.0,0.0,-1.0,0.0,-9.0,-650.0,-650.0,-160.0,-2358.0,0.0,0.0,0.0,-2.0,-2.0
8860,1600000.0,-756500.0,0.0,0.0,0.0,-0.25,-2.0,-7.0,-700.0,320.0,0.0,-2705.0,1.0,0.0,1.0,23.0,23.0
8861,408000.0,-38000.0,1.0,0.0,1.0,0.5,-1.0,2.0,370.0,-20.0,490.0,-1703.0,0.0,0.0,1.0,16.0,20.0
8862,255000.0,24000.0,1.0,0.0,1.0,0.25,0.0,2.0,780.0,-50.0,850.0,-220.0,0.0,0.0,0.0,-16.0,-16.0
8863,579000.0,-171000.0,-1.0,0.0,-1.0,-1.0,-1.0,-10.0,-1120.0,-720.0,0.0,224374.0,-1.0,0.0,1.0,25.0,25.0
8864,385000.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,-320.0,90.0,-220.0,4100.0,0.0,0.0,0.0,-12.0,-12.0
8865,560000.0,-105000.0,-1.0,0.0,-1.0,-0.75,-1.0,-7.0,-520.0,-420.0,0.0,1624.0,-0.5,0.0,1.0,2.0,8.0
8866,445000.0,-135000.0,-1.0,0.0,-1.0,-0.25,-1.0,-4.0,-940.0,-1020.0,170.0,32545.0,-0.5,0.0,1.0,12.0,12.0
8867,219900.0,103600.0,0.0,0.0,0.0,2.0,1.0,17.0,1160.0,1160.0,0.0,4336.0,1.0,0.0,0.0,1.0,1.0
8868,525000.0,-160500.0,0.0,0.0,3.0,-0.5,-1.0,-5.0,60.0,-470.0,350.0,-511.0,-0.5,0.0,-1.0,-4.0,-4.0
8869,276000.0,4000.0,1.0,0.0,1.0,-0.25,0.0,-2.0,100.0,-610.0,1010.0,5757.0,-0.5,0.0,1.0,8.0,8.0
8870,279950.0,9950.0,0.0,0.0,-1.0,-0.25,0.0,-2.0,109.0,539.0,0.0,1931.0,1.0,0.0,0.0,20.0,20.0
8871,580000.0,5000.0,0.0,0.0,-2.0,-1.0,0.0,-8.0,120.0,250.0,140.0,-1153.0,0.0,0.0,1.0,0.0,1.0
8872,219950.0,49050.0,0.0,0.0,0.0,1.0,1.0,9.0,320.0,70.0,370.0,53.0,0.0,0.0,0.0,-21.0,-21.0
8873,326995.0,-46995.0,0.0,0.0,0.0,-0.25,0.0,-2.0,0.0,0.0,0.0,2302.0,0.0,0.0,0.0,6.0,6.0
8874,308000.0,-21000.0,0.0,0.0,0.0,-0.5,0.0,-4.0,-10.0,-460.0,650.0,408.0,0.0,0.0,0.0,13.0,13.0
8875,328000.0,-145000.0,0.0,0.0,0.0,-1.25,-1.0,-13.0,-790.0,-560.0,0.0,140.0,-0.5,0.0,0.0,19.0,19.0
8876,250000.0,59000.0,1.0,0.0,1.0,0.0,0.0,0.0,260.0,-90.0,780.0,-256.0,0.0,0.0,0.0,-8.0,-2.0
8877,609000.0,311000.0,0.0,0.0,0.0,0.5,2.0,10.0,1480.0,1950.0,0.0,3783.0,1.0,0.0,0.0,-46.0,-41.0
8878,1020000.0,-204759.0,2.0,0.0,1.0,-0.25,-1.0,-3.0,-660.0,150.0,-600.0,-200.0,1.0,0.0,0.0,29.0,29.0
8879,415000.0,-10000.0,0.0,0.0,0.0,-0.25,0.0,-2.0,-270.0,-130.0,-40.0,52.0,0.0,0.0,0.0,0.0,0.0
8880,270000.0,255000.0,2.0,3.0,17.0,1.25,2.0,16.0,1550.0,1600.0,0.0,10500.0,0.5,0.0,0.0,-10.0,-9.0
8881,345000.0,-195000.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-440.0,-250.0,0.0,-715.0,0.0,0.0,0.0,0.0,0.0
8882,250000.0,-10000.0,1.0,0.0,1.0,0.0,0.0,0.0,90.0,-640.0,860.0,400.0,0.0,0.0,2.0,35.0,35.0
8883,1150000.0,-452000.0,0.0,0.0,0.0,-0.25,-2.0,-10.0,-680.0,-1200.0,900.0,3250.0,-0.5,0.0,2.0,84.0,84.0
8884,825000.0,-385000.0,-1.0,0.0,-1.0,-0.25,-1.0,-5.0,-790.0,-700.0,-220.0,495.0,-1.0,0.0,0.0,-3.0,-2.0
8885,280000.0,-76000.0,0.0,0.0,0.0,-0.5,-1.0,-5.0,-320.0,-30.0,-500.0,5000.0,0.5,0.0,0.0,22.0,22.0
8886,779000.0,96000.0,-1.0,2.0,5.0,-0.5,-1.0,-7.0,-100.0,-330.0,190.0,1046.0,-1.0,0.0,1.0,16.0,45.0
8887,1300000.0,-650000.0,-1.0,-2.0,-9.0,-1.0,-1.0,-8.0,-1520.0,-640.0,-770.0,-5750.0,0.0,0.0,1.0,-1.0,8.0
8888,358000.0,34500.0,0.0,0.0,0.0,0.0,0.0,-1.0,190.0,470.0,0.0,-974.0,0.0,0.0,1.0,2.0,2.0
8889,403000.0,-3000.0,1.0,0.0,1.0,-0.75,-1.0,-7.0,700.0,210.0,820.0,0.0,0.5,0.0,-1.0,-2.0,5.0
8890,582000.0,71000.0,-1.0,0.0,-1.0,0.0,0.0,0.0,300.0,-130.0,380.0,5521.0,0.0,0.0,0.0,-4.0,-4.0
8891,535000.0,-83000.0,1.0,0.0,1.0,-0.75,-1.0,-5.0,-320.0,290.0,-500.0,-740.0,0.5,0.0,-1.0,39.0,39.0
8892,291970.0,53030.0,1.0,0.0,1.0,0.25,1.0,5.0,751.0,941.0,0.0,-4092.0,1.0,0.0,0.0,-39.0,-30.0
8893,326000.0,24000.0,1.0,0.0,6.0,0.0,0.0,0.0,60.0,40.0,160.0,30.0,0.0,0.0,1.0,-2.0,0.0
8894,513000.0,137000.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,618.0,0.0,-3921.0,0.0,0.0,0.0,-8.0,-8.0
8895,490000.0,35000.0,2.0,0.0,2.0,1.0,0.0,8.0,1050.0,500.0,500.0,830.0,0.0,0.0,2.0,3.0,3.0
8896,490000.0,350000.0,2.0,0.0,2.0,1.0,0.0,8.0,1050.0,500.0,500.0,830.0,0.0,0.0,2.0,3.0,3.0
8897,1240000.0,90000.0,-1.0,3.0,8.0,0.0,0.0,2.0,-550.0,190.0,-400.0,0.0,0.5,0.0,1.0,4.0,10.0
8898,268000.0,-8050.0,0.0,0.0,0.0,-0.5,0.0,-4.0,-240.0,-240.0,0.0,-26.0,-1.0,0.0,0.0,-1.0,-1.0
8899,1140000.0,-142000.0,1.0,0.0,1.0,0.5,1.0,9.0,390.0,590.0,240.0,-253.0,0.0,0.0,-1.0,8.0,8.0
8900,675000.0,395000.0,-1.0,0.0,-1.0,1.25,2.0,14.0,900.0,870.0,110.0,622.0,0.5,0.0,0.0,-49.0,-49.0
8901,1720000.0,190000.0,0.0,0.0,0.0,0.0,0.0,4.0,1040.0,250.0,790.0,-867.0,0.0,0.0,-1.0,-6.0,-58.0
8902,450000.0,-259500.0,0.0,0.0,0.0,-0.5,1.0,-2.0,-420.0,-470.0,170.0,-2050.0,0.0,0.0,0.0,-67.0,-15.0
8903,460000.0,5000.0,0.0,0.0,0.0,0.0,1.0,3.0,-40.0,-840.0,800.0,59677.0,0.0,0.0,0.0,0.0,0.0
8904,705000.0,-335000.0,0.0,0.0,-3.0,-1.5,-2.0,-16.0,-1730.0,-750.0,-830.0,229.0,0.0,0.0,1.0,66.0,73.0
8905,250000.0,40000.0,3.0,0.0,3.0,2.75,1.0,27.0,1280.0,570.0,800.0,3029.0,0.0,0.0,-1.0,22.0,22.0
8906,525000.0,-175000.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,-130.0,450.0,-510.0,0.0,0.0,-1.0,-3.0,-2.0
8907,525000.0,215000.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,-130.0,450.0,-510.0,0.0,0.0,-1.0,-3.0,-2.0
8908,468000.0,-8000.0,0.0,0.0,-1.0,0.0,0.0,0.0,540.0,560.0,590.0,-188.0,0.0,0.0,0.0,3.0,3.0
8909,304950.0,-14950.0,0.0,0.0,0.0,-0.75,0.0,-6.0,-500.0,-240.0,0.0,1050.0,0.0,0.0,1.0,7.0,7.0
8910,415000.0,60000.0,0.0,1.0,3.0,-0.75,-1.0,-8.0,-220.0,-220.0,0.0,196035.0,1.0,0.0,-1.0,-2.0,-2.0
8911,256000.0,-42000.0,0.0,0.0,0.0,0.75,0.0,6.0,-10.0,250.0,0.0,-7649.0,1.0,0.0,0.0,-36.0,-36.0
8912,452000.0,3000.0,-1.0,0.0,-1.0,-0.75,-1.0,-7.0,-760.0,-440.0,0.0,-1441.0,0.0,0.0,0.0,-4.0,5.0
8913,276000.0,-1000.0,0.0,0.0,0.0,0.75,1.0,9.0,607.0,897.0,0.0,-6265.0,1.0,0.0,-1.0,-42.0,-42.0
8914,230000.0,75000.0,0.0,0.0,-1.0,0.0,0.0,-2.0,260.0,460.0,0.0,1822.0,0.0,0.0,1.0,-7.0,-7.0
8915,443000.0,6000.0,1.0,0.0,1.0,0.0,-1.0,-3.0,-50.0,-1000.0,1100.0,26549.0,-1.0,0.0,1.0,6.0,6.0
8916,299000.0,67000.0,0.0,0.0,0.0,0.5,-1.0,2.0,-410.0,-530.0,370.0,200.0,-0.5,0.0,0.0,57.0,58.0
8917,349000.0,-1000.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-610.0,-610.0,0.0,-1685.0,0.0,0.0,0.0,0.0,0.0
8918,415000.0,100000.0,1.0,0.0,1.0,0.0,1.0,3.0,840.0,1040.0,0.0,13177.0,1.0,0.0,0.0,-19.0,-19.0
8919,980000.0,-30000.0,0.0,0.0,0.0,0.0,-1.0,-3.0,180.0,190.0,0.0,-4845.0,0.0,0.0,0.0,-4.0,-4.0
8920,572000.0,243000.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,740.0,0.0,10154.0,0.5,0.0,1.0,-12.0,-11.0
8921,428000.0,-228050.0,0.0,0.0,0.0,0.5,-1.0,4.0,-1000.0,-1000.0,0.0,-7836.0,0.0,0.0,0.0,-6.0,-6.0
8922,432000.0,-46000.0,0.0,0.0,0.0,-0.25,0.0,-2.0,-350.0,100.0,-390.0,-510.0,0.0,0.0,1.0,3.0,3.0
8923,276000.0,-3000.0,0.0,0.0,0.0,0.5,1.0,6.0,650.0,870.0,0.0,-900.0,1.0,0.0,-1.0,-3.0,-3.0
8924,269900.0,14100.0,1.0,0.0,1.0,0.5,1.0,7.0,90.0,440.0,0.0,-1887.0,1.0,0.0,-1.0,-19.0,-19.0
8925,490000.0,-90050.0,0.0,0.0,0.0,-1.25,-1.0,-12.0,0.0,-240.0,400.0,1930.0,0.0,0.0,0.0,31.0,31.0
8926,564000.0,-279000.0,0.0,0.0,0.0,-0.25,-2.0,-5.0,-810.0,-630.0,-140.0,-405.0,0.0,0.0,0.0,23.0,24.0
8927,296475.0,18525.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,10.0,0.0,2118.0,0.0,0.0,0.0,0.0,0.0
8928,280000.0,-30000.0,0.0,0.0,0.0,-0.5,0.0,-4.0,-170.0,-280.0,290.0,-1760.0,0.0,0.0,0.0,0.0,0.0
8929,258000.0,32000.0,1.0,0.0,1.0,0.25,0.0,0.0,80.0,190.0,0.0,-533.0,0.5,0.0,0.0,0.0,0.0
8930,623000.0,102000.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0,710.0,0.0,-12681.0,0.0,0.0,0.0,-1.0,-1.0
8931,446000.0,-36000.0,0.0,0.0,0.0,-0.25,0.0,-2.0,-150.0,270.0,0.0,436.0,0.5,0.0,0.0,-6.0,-6.0
8932,650000.0,205000.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,0.0,36862.0,-0.5,0.0,1.0,12.0,12.0
8933,369000.0,30900.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,370.0,0.0,-315.0,0.0,0.0,0.0,6.0,6.0
8934,753000.0,99600.0,0.0,0.0,0.0,0.25,1.0,2.0,720.0,520.0,670.0,1869.0,0.0,0.0,1.0,2.0,2.0
8935,302000.0,-67000.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-450.0,-300.0,0.0,2104.0,-0.5,0.0,0.0,-15.0,-15.0
8936,299800.0,-68850.0,-1.0,0.0,-1.0,-0.75,-1.0,-4.0,-600.0,-600.0,0.0,-1092.0,0.0,0.0,1.0,64.0,64.0
8937,259000.0,-29000.0,0.0,0.0,0.0,-0.25,0.0,-2.0,-170.0,80.0,0.0,1156.0,1.0,0.0,0.0,-3.0,-3.0
8938,451000.0,-46237.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,-240.0,540.0,-261.0,0.0,0.0,0.0,0.0,0.0
8939,268000.0,-23000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,-3400.0,0.0,0.0,-1.0,-1.0,-1.0
8940,270000.0,-82000.0,0.0,0.0,0.0,-1.0,0.0,-8.0,-760.0,-710.0,0.0,-80.0,-0.5,0.0,1.0,28.0,30.0
8941,515000.0,111100.0,1.0,0.0,1.0,0.0,0.0,0.0,430.0,650.0,0.0,901.0,0.0,0.0,1.0,1.0,1.0
8942,492000.0,-63250.0,0.0,0.0,0.0,-0.75,0.0,-6.0,-700.0,-440.0,80.0,80.0,0.0,0.0,0.0,-4.0,-2.0
8943,587000.0,-65000.0,1.0,0.0,1.0,0.0,0.0,0.0,90.0,-50.0,440.0,1336.0,-1.0,0.0,0.0,2.0,2.0
8944,693000.0,-9000.0,1.0,0.0,1.0,0.0,-1.0,0.0,-90.0,40.0,0.0,-1770.0,0.0,0.0,1.0,0.0,0.0
8945,582000.0,488000.0,0.0,2.0,6.0,0.5,0.0,6.0,1330.0,160.0,1130.0,1232.0,0.0,0.0,0.0,-35.0,-30.0
8946,639950.0,-28744.0,-2.0,2.0,0.0,-1.0,0.0,-9.0,-70.0,420.0,-700.0,900.0,0.0,0.0,-1.0,-12.0,-12.0
8947,357000.0,-7000.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-40.0,160.0,-10.0,-885.0,0.0,0.0,0.0,0.0,0.0
8948,700000.0,194000.0,1.0,0.0,1.0,0.0,0.0,0.0,1010.0,1010.0,0.0,986.0,0.0,0.0,0.0,10.0,10.0
8949,691500.0,-271500.0,-2.0,0.0,-2.0,-1.25,-1.0,-12.0,-1670.0,-870.0,-700.0,-1832.0,0.0,0.0,1.0,5.0,5.0
8950,494000.0,-94000.0,1.0,0.0,1.0,-0.5,-1.0,-7.0,-110.0,-1020.0,910.0,4797.0,-1.0,0.0,1.0,42.0,42.0
8951,905000.0,-230000.0,-1.0,0.0,-1.0,0.75,0.0,6.0,-200.0,-1360.0,1160.0,-15700.0,-1.0,0.0,0.0,2.0,4.0
8952,390000.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,450.0,0.0,1564.0,0.0,0.0,0.0,0.0,0.0
8953,590000.0,160000.0,1.0,0.0,1.0,-0.25,1.0,0.0,670.0,-220.0,890.0,-203.0,0.0,0.0,0.0,0.0,0.0
8954,405000.0,-37000.0,-1.0,0.0,-1.0,-0.5,0.0,-4.0,-30.0,410.0,-500.0,-240.0,0.0,0.0,1.0,5.0,5.0
8955,320000.0,22000.0,0.0,0.0,0.0,0.0,-1.0,-1.0,710.0,110.0,620.0,950.0,0.0,0.0,1.0,-4.0,-2.0
8956,780000.0,-80000.0,0.0,0.0,0.0,-0.25,-1.0,-2.0,-110.0,-430.0,290.0,622.0,-0.5,0.0,0.0,-28.0,-20.0
8957,505000.0,343750.0,3.0,0.0,3.0,2.25,1.0,25.0,1810.0,1900.0,0.0,2634.0,0.5,0.0,0.0,-65.0,-65.0
8958,563000.0,157000.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,20.0,-130.0,1320.0,-0.5,0.0,0.0,1.0,1.0
8959,505000.0,20000.0,0.0,0.0,0.0,0.25,1.0,4.0,0.0,420.0,0.0,778.0,0.0,0.0,0.0,-3.0,-3.0
8960,365000.0,32900.0,-1.0,0.0,-1.0,0.5,0.0,2.0,340.0,-30.0,920.0,-5922.0,0.0,0.0,0.0,-23.0,-23.0
8961,400000.0,5000.0,0.0,0.0,0.0,0.25,0.0,2.0,60.0,-70.0,510.0,7650.0,0.0,0.0,-1.0,-30.0,-30.0
8962,585000.0,-192200.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1320.0,-1240.0,0.0,3454.0,-1.0,0.0,2.0,3.0,4.0
8963,381800.0,13199.0,0.0,0.0,0.0,-0.25,0.0,-4.0,200.0,30.0,400.0,-360.0,0.0,0.0,0.0,0.0,0.0
8964,385000.0,-45000.0,0.0,0.0,0.0,0.0,-1.0,-3.0,0.0,190.0,0.0,-603.0,0.0,0.0,0.0,-6.0,-6.0
8965,479000.0,3500.0,1.0,0.0,1.0,0.75,-1.0,3.0,260.0,-40.0,470.0,54.0,0.0,0.0,0.0,-1.0,-1.0
8966,850000.0,-37500.0,0.0,0.0,0.0,0.0,1.0,3.0,-220.0,-150.0,0.0,-594.0,0.0,0.0,0.0,0.0,0.0
8967,399000.0,51000.0,-1.0,1.0,2.0,0.75,1.0,9.0,960.0,-150.0,1210.0,-818.0,0.0,0.0,1.0,1.0,1.0
8968,500000.0,-102000.0,-1.0,0.0,-1.0,-0.75,-1.0,-9.0,-480.0,-480.0,0.0,22518.0,-1.0,0.0,0.0,50.0,50.0
8969,750000.0,330000.0,-2.0,3.0,4.0,0.75,-1.0,1.0,-1580.0,-1340.0,0.0,-5867.0,1.0,0.0,0.0,-14.0,-14.0
8970,680000.0,-140000.0,-1.0,2.0,2.0,0.25,0.0,2.0,-180.0,-500.0,680.0,-1299.0,-0.5,0.0,0.0,-33.0,-33.0
8971,335000.0,-60000.0,0.0,0.0,0.0,0.25,-1.0,0.0,-80.0,-380.0,360.0,277.0,0.0,0.0,0.0,43.0,43.0
8972,700000.0,80000.0,2.0,0.0,1.0,0.0,0.0,-2.0,550.0,1150.0,-600.0,8000.0,0.5,0.0,0.0,9.0,77.0
8973,200000.0,25000.0,0.0,0.0,0.0,0.5,1.0,4.0,30.0,130.0,0.0,1445.0,0.5,0.0,0.0,19.0,19.0
8974,504600.0,-1555.0,0.0,0.0,0.0,1.5,2.0,18.0,140.0,340.0,-140.0,-2946.0,1.0,0.0,0.0,-81.0,-81.0
8975,450000.0,-201000.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-740.0,-550.0,0.0,-7894.0,0.0,0.0,0.0,-16.0,-16.0
8976,680000.0,-110050.0,1.0,2.0,8.0,-1.0,0.0,-8.0,-640.0,-80.0,-380.0,2340.0,-0.5,0.0,-1.0,2.0,4.0
8977,706000.0,-256000.0,-2.0,0.0,-2.0,0.25,0.0,4.0,-860.0,-410.0,-590.0,-4418.0,0.5,0.0,0.0,-56.0,-56.0
8978,779000.0,321000.0,1.0,0.0,1.0,-0.25,1.0,0.0,280.0,-220.0,620.0,200.0,0.0,0.0,1.0,-7.0,-7.0
8979,450000.0,250000.0,1.0,0.0,1.0,0.75,0.0,6.0,830.0,200.0,820.0,495.0,0.0,0.0,0.0,11.0,14.0
8980,619500.0,-165500.0,0.0,0.0,0.0,0.5,0.0,4.0,-120.0,20.0,0.0,219.0,0.5,0.0,0.0,-81.0,-77.0
8981,500000.0,55000.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-310.0,0.0,-340.0,770.0,0.0,0.0,0.0,-3.0,-1.0
8982,189000.0,25000.0,0.0,0.0,0.0,0.5,0.0,4.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
8983,550000.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,170.0,0.0,1587.0,0.0,0.0,0.0,0.0,0.0
8984,520000.0,-60100.0,0.0,0.0,0.0,-0.75,0.0,-4.0,-150.0,-510.0,830.0,-29185.0,0.0,0.0,-1.0,7.0,7.0
8985,250000.0,-45000.0,0.0,0.0,0.0,0.5,0.0,4.0,170.0,-280.0,500.0,-2500.0,0.0,0.0,0.0,-32.0,-32.0
8986,350000.0,40000.0,0.0,2.0,6.0,0.0,0.0,0.0,20.0,-270.0,290.0,-3258.0,0.0,0.0,1.0,-2.0,-2.0
8987,940000.0,30500.0,-1.0,0.0,-1.0,0.25,-1.0,0.0,-320.0,220.0,0.0,121.0,0.5,0.0,-1.0,8.0,-44.0
8988,285000.0,505000.0,0.0,0.0,0.0,0.75,1.0,9.0,610.0,710.0,0.0,2838.0,1.0,0.0,-1.0,-25.0,-23.0
8989,360000.0,-40000.0,0.0,0.0,0.0,-0.75,0.0,-6.0,-510.0,-210.0,0.0,-644.0,0.0,0.0,0.0,7.0,7.0
8990,600000.0,-47500.0,0.0,0.0,0.0,0.25,0.0,4.0,1000.0,250.0,940.0,25.0,0.5,0.0,1.0,5.0,7.0
8991,690000.0,360000.0,0.0,0.0,0.0,0.75,2.0,8.0,1730.0,1590.0,-60.0,700.0,0.5,0.0,0.0,-2.0,-2.0
8992,225000.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,440.0,450.0,0.0,-1127.0,0.0,0.0,-1.0,-7.0,-7.0
8993,886000.0,-206000.0,0.0,0.0,0.0,-0.5,-1.0,-6.0,-760.0,-580.0,-90.0,1700.0,-0.5,0.0,0.0,-22.0,-21.0
8994,1100000.0,-115000.0,0.0,0.0,0.0,-0.5,0.0,-4.0,-790.0,-80.0,-640.0,1400.0,0.0,0.0,2.0,29.0,39.0
8995,275000.0,100000.0,0.0,0.0,0.0,0.5,1.0,7.0,110.0,370.0,0.0,-1435.0,0.5,0.0,0.0,-24.0,-24.0
8996,390000.0,41000.0,0.0,0.0,0.0,0.0,-1.0,-4.0,20.0,330.0,0.0,1555.0,-0.5,0.0,1.0,108.0,108.0
8997,430000.0,33000.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-340.0,-120.0,0.0,9908.0,0.0,0.0,0.0,19.0,19.0
8998,369950.0,-19950.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0,0.0,2126.0,0.0,0.0,0.0,3.0,3.0
8999,500000.0,-15000.0,-1.0,0.0,-1.0,-0.75,0.0,-8.0,-220.0,-170.0,0.0,-800.0,0.0,0.0,0.0,0.0,0.0
9000,265000.0,90000.0,1.0,0.0,1.0,-0.25,0.0,-2.0,470.0,-80.0,680.0,7400.0,0.0,0.0,1.0,10.0,10.0
